300	9.50E-07	6.022276388	0.0
300.5	1.42E-06	5.849160684	0.0
301	9.50E-07	6.022276388	0.0
301.5	9.50E-07	6.022276388	0.0
302	9.50E-07	6.022276388	0.0
302.5	9.50E-07	6.022276388	0.0
303	9.50E-07	6.022276388	0.0
303.5	1.22E-06	5.914128128	0.0
304	9.50E-07	6.022276388	0.0
304.5	2.74E-06	5.561764709	0.0
305	9.50E-07	6.022276388	0.0
305.5	9.50E-07	6.022276388	0.0
306	9.50E-07	6.022276388	0.0
306.5	9.50E-07	6.022276388	0.0
307	1.36E-06	5.867990205	0.0
307.5	9.50E-07	6.022276388	0.0
308	9.50E-07	6.022276388	0.0
308.5	9.50E-07	6.022276388	0.0
309	9.50E-07	6.022276388	0.0
309.5	9.50E-07	6.022276388	0.0
310	3.02E-06	5.519283229	0.0
310.5	9.50E-07	6.022276388	0.0
311	3.63E-06	5.439750149	0.0
311.5	9.50E-07	6.022276388	0.0
312	9.50E-07	6.022276388	0.0
312.5	9.50E-07	6.022276388	0.0
313	1.79E-06	5.747462482	0.0
313.5	2.23E-06	5.652127702	0.0
314	9.50E-07	6.022276388	0.0
314.5	9.50E-07	6.022276388	0.0
315	9.50E-07	6.022276388	0.0
315.5	9.50E-07	6.022276388	0.0
316	9.50E-07	6.022276388	0.0
316.5	9.50E-07	6.022276388	0.0
317	9.50E-07	6.022276388	0.0
317.5	9.50E-07	6.022276388	0.0
318	1.51E-06	5.821843509	0.0
318.5	9.50E-07	6.022276388	0.0
319	9.50E-07	6.022276388	0.0
319.5	9.50E-07	6.022276388	0.0
320	1.47E-06	5.831531965	0.0
320.5	9.50E-07	6.022276388	0.0
321	9.50E-07	6.022276388	0.0
321.5	9.50E-07	6.022276388	0.0
322	9.62E-07	6.016956773	0.0
322.5	9.50E-07	6.022276388	0.0
323	9.50E-07	6.022276388	0.0
323.5	1.01E-06	5.995154359	0.0
324	9.50E-07	6.022276388	0.0
324.5	9.50E-07	6.022276388	0.0
325	1.02E-06	5.991280616	0.0
325.5	9.50E-07	6.022276388	0.0
326	9.50E-07	6.022276388	0.0
326.5	9.50E-07	6.022276388	0.0
327	9.50E-07	6.022276388	0.0
327.5	9.50E-07	6.022276388	0.0
328	9.50E-07	6.022276388	0.0
328.5	9.50E-07	6.022276388	0.0
329	9.50E-07	6.022276388	0.0
329.5	9.50E-07	6.022276388	0.0
330	9.50E-07	6.022276388	0.0
330.5	9.50E-07	6.022276388	0.0
331	9.50E-07	6.022276388	0.0
331.5	9.50E-07	6.022276388	0.0
332	9.50E-07	6.022276388	0.0
332.5	9.50E-07	6.022276388	0.0
333	9.50E-07	6.022276388	0.0
333.5	9.96E-07	6.001662625	0.0
334	9.50E-07	6.022276388	0.0
334.5	9.50E-07	6.022276388	0.0
