Wavelength (nm)	%T
537	96.69081116
536.5	97.57579803
536	98.21999359
535.5	98.50603485
535	98.52381897
534.5	98.48854828
534	98.42649078
533.5	98.36035156
533	98.25321198
532.5	98.0684967
532	97.9070816
531.5	97.74987793
531	97.7522049
530.5	97.90155029
530	98.18864441
529.5	98.48282623
529	98.67069244
528.5	98.64665985
528	98.51830292
527.5	98.29885864
527	98.05491638
526.5	97.95020294
526	98.02206421
525.5	98.23895264
525	98.50945282
524.5	98.76689911
524	98.86127472
523.5	98.85581207
523	98.89571381
522.5	98.80930328
522	98.75814819
521.5	98.76844025
521	98.78486633
520.5	98.70981598
520	98.67811584
519.5	98.68829346
519	98.6832962
518.5	98.6931839
518	98.77384186
517.5	98.83435059
517	98.89109039
516.5	98.86597443
516	98.82091522
515.5	98.75469971
515	98.66174316
514.5	98.53974915
514	98.34718323
513.5	98.13601685
513	97.91751862
512.5	97.8786087
512	97.96097565
511.5	98.20346832
511	98.46477509
510.5	98.59062958
510	98.4302063
509.5	97.97460938
509	97.29214478
508.5	96.73920441
508	96.43424988
507.5	96.56646729
507	97.09255219
506.5	97.83443451
506	98.38991547
505.5	98.56710815
505	98.3524704
504.5	98.03424835
504	97.83416748
503.5	97.97418976
503	98.24777985
502.5	98.31435394
502	98.10127258
501.5	97.2412262
501	91.33081818
500.5	73.16565704
500	44.97313309
499.5	20.08628464
499	6.908101559
498.5	2.193765402
498	0.739012539
497.5	0.281704605
497	0.118744806
496.5	0.052492164
496	0.025244752
495.5	0.013008082
495	0.007027307
494.5	0.004015589
494	0.002224319
493.5	0.00135452
493	0.001061505
492.5	0.00075057
492	0.000567423
491.5	0.000444996
491	0.000376522
490.5	0.000550247
490	0.000350231
489.5	0.000203643
489	0.000358629
488.5	0.000394567
488	0.000164593
487.5	0.000482795
487	0.000249647
486.5	0.000345986
486	0.000284724
485.5	0.000428273
485	0.000294445
484.5	0.000162098
484	0.000411415
483.5	0.000365773
483	0.000149461
482.5	0.000365394
482	0.000189308
481.5	0.000318015
481	0.000290827
480.5	0.000312398
480	0.000246782
479.5	0.000190489
479	0.000296781
478.5	0.000373018
478	0.0004307
477.5	0.000361516
477	0.000302766
476.5	0.000373736
476	0.000307908
475.5	0.000146474
475	0.000220408
474.5	0.000109392
474	0.000142382
473.5	0.000311862
473	0.000506708
472.5	6.71E-05
472	0.000433362
471.5	0.000280793
471	0.00034859
470.5	0.000257853
470	0.000252632
469.5	0.000320112
469	0.000196188
468.5	0.000241201
468	0.000266974
467.5	0.000242413
467	0.000212981
466.5	0.000165146
466	0.000137067
465.5	0.000212387
465	0.000318288
464.5	0.000354354
464	0.000294389
463.5	0.000316118
463	0.000214863
462.5	0.0002326
462	-4.61E-06
461.5	6.97E-06
461	0.000532696
460.5	-7.04E-06
460	1.09E-05
459.5	0.000238143
459	-4.90E-05
458.5	0.000397911
458	0.000291208
457.5	0.00025787
457	0.000240823
456.5	0.000120021
456	0.000286251
455.5	0.000156059
455	0.000235327
454.5	0.000251505
454	0.000358759
