Wavelength_nm	Transmission
350	2.1669001e-08
351	3.3387e-08
352	7.1801999e-08
353	1.5441e-07
354	3.3207999e-07
355	2.5513e-07
356	1.6088001e-07
357	1.0144e-07
358	7.0943997e-08
359	1.06e-07
360	1.5838999e-07
361	2.3667e-07
362	2.9136999e-07
363	2.6926e-07
364	2.4881999e-07
365	2.2994e-07
366	3.2937001e-07
367	4.2972999e-07
368	1.9155e-07
369	8.5384997e-08
370	3.8061e-08
371	3.0169002e-08
372	6.7746001e-08
373	1.5213e-07
374	3.4160001e-07
375	2.7215e-07
376	1.189e-07
377	5.1945001e-08
378	2.2694e-08
379	3.3399999e-08
380	5.5268998e-08
381	9.1456002e-08
382	1.2371e-07
383	7.1636002e-08
384	4.1482998e-08
385	2.4022e-08
386	1.9448001e-08
387	2.2838e-08
388	2.6819e-08
389	3.1492998e-08
390	3.9539e-08
391	5.0716999e-08
392	6.5056e-08
393	8.7106002e-08
394	2.5124001e-07
395	2.3475e-07
396	1.0313e-07
397	4.5311001e-08
398	2.1019e-08
399	2.6257e-08
400	3.2801999e-08
401	4.0977e-08
402	5.119e-08
403	6.3477998e-08
404	6.8794002e-08
405	7.4554997e-08
406	8.0798003e-08
407	8.7564999e-08
408	9.2815e-08
409	6.6174998e-08
410	4.7181e-08
411	3.3639001e-08
412	2.3984001e-08
413	1.7502e-08
414	1.9519e-08
415	2.1767001e-08
416	2.4275e-08
417	2.7072e-08
418	2.9997e-08
419	2.9547e-08
420	2.9104999e-08
421	2.8668e-08
422	2.8239e-08
423	2.8195e-08
424	3.6406998e-08
425	4.7010001e-08
426	6.0700998e-08
427	7.8379998e-08
428	9.9745002e-08
429	9.4468e-08
430	8.9471001e-08
431	8.4737998e-08
432	8.0254999e-08
433	7.5301998e-08
434	5.8436001e-08
435	4.5347999e-08
436	3.5191e-08
437	2.7309e-08
438	2.1799e-08
439	3.0454e-08
440	4.2543999e-08
441	5.9434001e-08
442	8.3029001e-08
443	1.1396e-07
444	1.1099e-07
445	1.081e-07
446	1.0528e-07
447	1.0254e-07
448	1.0099e-07
449	1.2307e-07
450	1.4997001e-07
451	1.8275e-07
452	1.3386e-07
453	6.0711002e-08
454	2.9781e-07
455	5.9381001e-08
456	1.289e-07
457	8.2782002e-08
458	8.4676003e-08
459	9.7403003e-08
460	6.7903002e-08
461	5.6006002e-08
462	5.3847e-08
463	7.7027998e-08
464	7.6557001e-08
465	1.4766e-07
466	1.901e-07
467	1.5097e-06
468	1.5328e-05
469	0.0014299999
470	0.30300999
471	0.97165
472	0.98010999
473	0.97921002
474	0.97917002
475	0.98711997
476	0.98026001
477	0.97672999
478	0.9853
479	0.97237003
480	0.96741998
481	0.98623002
482	0.98794001
483	0.98883998
484	0.9835
485	0.97421998
486	0.98509997
487	0.98864001
488	0.97338003
489	0.95039999
490	0.94076002
491	0.91479999
492	0.74475002
493	0.036150001
494	0.00015325
495	3.5815999e-06
496	5.4562003e-07
497	2.7399e-07
498	1.2597e-07
499	1.6683001e-07
500	1.36e-07
501	7.5027998e-08
502	4.0705999e-08
503	3.0437e-08
504	2.2735e-08
505	1.5206e-08
506	7.7675999e-08
507	3.1835e-08
508	1.8412001e-08
509	1.3211e-07
510	1.2939e-07
511	1.1864e-07
512	1.0529e-07
513	9.3434998e-08
514	8.4471999e-08
515	8.5217998e-08
516	8.5970001e-08
517	8.6728001e-08
518	8.7493e-08
519	8.6086999e-08
520	7.8520998e-08
521	7.1621002e-08
522	6.5327001e-08
523	5.9586e-08
524	5.5432e-08
525	5.3472998e-08
526	5.1583999e-08
527	4.9760999e-08
528	4.8002001e-08
529	4.6829001e-08
530	4.6316998e-08
531	4.5810001e-08
532	4.5309001e-08
533	4.4814001e-08
534	4.2924999e-08
535	4.0033999e-08
536	3.7336999e-08
537	3.4822001e-08
538	3.2475999e-08
539	3.1342001e-08
540	3.0816999e-08
541	3.0300999e-08
542	2.9794e-08
543	2.9295e-08
544	2.7661001e-08
545	2.5764001e-08
546	2.3998e-08
547	2.2352999e-08
548	2.082e-08
549	2.7075e-08
550	3.7380001e-08
551	5.1608001e-08
552	7.125e-08
553	9.8369e-08
554	8.3293997e-08
555	6.8700999e-08
556	5.6664e-08
557	4.6737e-08
558	3.8979e-08
559	4.0147e-08
560	4.1349999e-08
561	4.2589999e-08
562	4.3865999e-08
563	4.2755001e-08
564	3.6768999e-08
565	3.1620999e-08
566	2.7194e-08
567	2.6645001e-08
568	2.7006999e-08
569	2.7374e-08
570	3.3479999e-08
571	5.2061001e-08
572	8.0955999e-08
573	1.2589e-07
574	1.3106001e-07
575	1.2357e-07
576	1.1651e-07
577	1.0895e-07
578	9.6091e-08
579	8.4752003e-08
580	7.4751e-08
581	6.8294e-08
582	6.5130003e-08
583	6.2112001e-08
584	5.9234001e-08
585	6.4087999e-08
586	7.1880997e-08
587	8.0623003e-08
588	8.7872998e-08
589	7.5589e-08
590	6.5022e-08
591	5.5931999e-08
592	5.3722001e-08
593	5.9371001e-08
594	6.5614998e-08
595	7.2515e-08
596	5.8345002e-08
597	4.2766001e-08
598	3.1347e-08
599	2.3824001e-08
600	2.4342e-08
601	2.4870999e-08
602	2.5412e-08
603	2.6305001e-08
604	2.7671e-08
605	2.9106999e-08
606	3.0618999e-08
607	2.749e-08
608	2.3645001e-08
609	1e-07
610	1e-07
611	1e-07
612	1e-07
613	8.0012001e-08
614	5.0663999e-08
615	3.2079999e-08
616	2.0313999e-08
617	1.66e-08
618	1.439e-08
619	1.2474e-08
620	1.1981e-08
621	2.184e-08
622	3.9812001e-08
623	7.2570003e-08
624	7.8535003e-08
625	4.676e-08
626	2.7842001e-08
627	1.6576999e-08
628	2.2541e-08
629	3.7873001e-08
630	6.3636001e-08
631	1e-07
632	1e-07
633	1e-07
634	1e-07
635	1e-07
636	1e-07
637	1e-07
638	1e-07
639	8.0039001e-08
640	6.0573001e-08
641	4.5840999e-08
642	3.5247002e-08
643	2.9950002e-08
644	2.5448999e-08
645	2.1624e-08
646	1.964e-08
647	1.9184e-08
648	1.8739e-08
649	1.8304e-08
650	2.3993e-08
651	3.3549e-08
652	4.6911001e-08
653	5.8708e-08
654	4.1739e-08
655	2.9674e-08
656	2.1097e-08
657	1.6976999e-08
658	1.5381e-08
659	1.3934e-08
660	1.2624e-08
661	2.0664e-08
662	3.7273001e-08
663	6.7232001e-08
664	9.6682001e-08
665	5.8971001e-08
666	3.597e-08
667	2.194e-08
668	1.9171001e-08
669	2.2169001e-08
670	2.5635e-08
671	2.9642999e-08
672	5.2051e-08
673	9.4969003e-08
674	1.3157999e-07
675	9.3762999e-08
676	6.6813001e-08
677	4.7608999e-08
678	4.3570001e-08
679	6.1389002e-08
680	8.6496001e-08
681	1.2187e-07
682	2.1982e-07
683	4.3943001e-07
684	8.7845001e-07
685	1.6857e-06
686	1.4111999e-06
687	1.1815e-06
688	9.8912005e-07
689	7.8131001e-07
690	5.6373e-07
691	4.0674999e-07
692	2.9348001e-07
693	2.7300999e-07
694	2.7818999e-07
695	2.8348001e-07
696	2.9124001e-07
697	3.2739999e-07
698	3.6806e-07
699	4.1377001e-07
700	3.7934001e-07
701	2.6627001e-07
702	1.8691e-07
703	1.312e-07
704	1.1187e-07
705	1.0065e-07
706	9.0552e-08
707	8.5130999e-08
708	1.0558e-07
709	1.3095e-07
710	1.6241e-07
711	2.2275999e-07
712	3.3884001e-07
713	5.1542003e-07
714	7.8402002e-07
715	9.9733995e-07
716	1.2293e-06
717	1.5152e-06
718	1.863e-06
719	2.2694001e-06
720	2.7645001e-06
721	3.3675999e-06
722	4.0624e-06
723	4.8647998e-06
724	5.8258001e-06
725	6.9765001e-06
726	7.9893998e-06
727	9.1204001e-06
728	1.0412e-05
729	1.0487e-05
730	7.8885996e-06
731	5.9337999e-06
732	4.4633998e-06
733	3.5395999e-06
734	2.882e-06
735	2.3467001e-06
736	1.9285001e-06
737	2.0161999e-06
738	2.1078999e-06
739	2.1328001e-06
740	2.7956e-06
741	3.7689999e-06
742	5.0812e-06
743	6.8974e-06
744	9.5523001e-06
745	1.3229e-05
746	1.8321e-05
747	1.8179e-05
748	1.4576e-05
749	1.1687e-05
750	9.3706003e-06
751	1.0567e-05
752	1.2056e-05
753	1.3755e-05
754	1.5489e-05
755	1.6975e-05
756	1.8604e-05
757	2.0388001e-05
758	1.6847e-05
759	1.2232e-05
760	8.8815004e-06
761	6.4954002e-06
762	5.4638999e-06
763	4.5962001e-06
764	3.8663002e-06
765	3.2988e-06
766	2.8718e-06
767	2.4999999e-06
768	2.1763999e-06
769	2.0145001e-06
770	1.8969e-06
771	1.7862e-06
772	1.7049e-06
773	1.7576e-06
774	1.8120001e-06
775	1.8681e-06
776	2.0330999e-06
777	2.3261e-06
778	2.6613e-06
779	3.0448e-06
780	3.9787001e-06
781	5.2824998e-06
782	7.0136002e-06
783	9.8791998e-06
784	1.6354001e-05
785	2.7074e-05
786	4.4819e-05
787	5.2235999e-05
788	5.0186001e-05
789	4.8217e-05
790	4.6235e-05
791	4.0921001e-05
792	3.6219e-05
793	3.2055999e-05
794	3.3101001e-05
795	4.2864998e-05
796	5.0891002e-05
797	6.0418999e-05
798	5.9533999e-05
799	5.6525001e-05
800	5.3668002e-05
801	5.0396e-05
802	4.5485998e-05
803	4.1054001e-05
