380.0	0.05336
380.2	0.05586
380.4	0.05822
380.6	0.06056
380.8	0.0631
381.0	0.06614
381.2	0.06844
381.4	0.07087
381.6	0.07386
381.8	0.07582
382.0	0.07807
382.2	0.07997
382.4	0.08173
382.6	0.0832
382.8	0.08431
383.0	0.08449
383.2	0.08463
383.4	0.08409
383.6	0.08366
383.8	0.08278
384.0	0.08184
384.2	0.08019
384.4	0.07851
384.6	0.07732
384.8	0.07581
385.0	0.07437
385.2	0.07273
385.4	0.07129
385.6	0.07003
385.8	0.06941
386.0	0.06832
386.2	0.06763
386.4	0.06723
386.6	0.0667
386.8	0.06685
387.0	0.06656
387.2	0.06681
387.4	0.06716
387.6	0.06733
387.8	0.0685
388.0	0.06899
388.2	0.07021
388.4	0.07117
388.6	0.07322
388.8	0.07436
389.0	0.07538
389.2	0.07663
389.4	0.07882
389.6	0.08036
389.8	0.08225
390.0	0.08368
390.2	0.08463
390.4	0.08584
390.6	0.0872
390.8	0.08816
391.0	0.08862
391.2	0.08937
391.4	0.08912
391.6	0.08915
391.8	0.08884
392.0	0.08834
392.2	0.08759
392.4	0.08609
392.6	0.08537
392.8	0.08437
393.0	0.08337
393.2	0.08139
393.4	0.08037
393.6	0.07874
393.8	0.07781
394.0	0.07647
394.2	0.07547
394.4	0.07444
394.6	0.07361
394.8	0.07277
395.0	0.0727
395.2	0.07175
395.4	0.07168
395.6	0.07126
395.8	0.07111
396.0	0.07164
396.2	0.0715
396.4	0.07174
396.6	0.07258
396.8	0.07342
397.0	0.07431
397.2	0.07522
397.4	0.07638
397.6	0.07733
397.8	0.07819
398.0	0.0795
398.2	0.08089
398.4	0.08221
398.6	0.08291
398.8	0.08416
399.0	0.08526
399.2	0.08621
399.4	0.08692
399.6	0.08728
399.8	0.0875
400.0	0.08735
400.2	0.08717
400.4	0.08702
400.6	0.08612
400.8	0.08534
401.0	0.08434
401.2	0.0829
401.4	0.08179
401.6	0.08049
401.8	0.07886
402.0	0.07684
402.2	0.07555
402.4	0.07387
402.6	0.07272
402.8	0.07106
403.0	0.06955
403.2	0.06819
403.4	0.06691
403.6	0.06574
403.8	0.06467
404.0	0.06385
404.2	0.06342
404.4	0.06256
404.6	0.06244
404.8	0.06154
405.0	0.06148
405.2	0.06165
405.4	0.06162
405.6	0.06191
405.8	0.06197
406.0	0.06253
406.2	0.06319
406.4	0.06429
406.6	0.06496
406.8	0.06615
407.0	0.06689
407.2	0.06841
407.4	0.0699
407.6	0.07144
407.8	0.07297
408.0	0.07461
408.2	0.07646
408.4	0.07794
408.6	0.07949
408.8	0.0814
409.0	0.083
409.2	0.08459
409.4	0.08577
409.6	0.08699
409.8	0.08806
410.0	0.0891
410.2	0.08972
410.4	0.08995
410.6	0.09024
410.8	0.08994
411.0	0.08978
411.2	0.08957
411.4	0.08893
411.6	0.08807
411.8	0.08708
412.0	0.08591
412.2	0.08493
412.4	0.08342
412.6	0.08191
412.8	0.08068
413.0	0.07937
413.2	0.07812
413.4	0.07719
413.6	0.07604
413.8	0.07483
414.0	0.07397
414.2	0.07306
414.4	0.07245
414.6	0.0717
414.8	0.07138
415.0	0.07106
415.2	0.0708
415.4	0.07094
415.6	0.07118
415.8	0.07126
416.0	0.0719
416.2	0.07268
416.4	0.07326
416.6	0.07381
416.8	0.07464
417.0	0.07566
417.2	0.0771
417.4	0.07803
417.6	0.07898
417.8	0.08057
418.0	0.08173
418.2	0.08306
418.4	0.08415
418.6	0.08539
418.8	0.08643
419.0	0.0874
419.2	0.08824
419.4	0.08926
419.6	0.08981
419.8	0.08993
420.0	0.09006
420.2	0.08997
420.4	0.08954
420.6	0.08921
420.8	0.08822
421.0	0.0875
421.2	0.0863
421.4	0.08493
421.6	0.08341
421.8	0.08226
422.0	0.08033
422.2	0.07857
422.4	0.07695
422.6	0.07518
422.8	0.07343
423.0	0.07191
423.2	0.07005
423.4	0.06839
423.6	0.06653
423.8	0.0654
424.0	0.06415
424.2	0.06286
424.4	0.06177
424.6	0.06094
424.8	0.05988
425.0	0.05942
425.2	0.05864
425.4	0.05836
425.6	0.05823
425.8	0.05776
426.0	0.05792
426.2	0.05814
426.4	0.05846
426.6	0.05888
426.8	0.05952
427.0	0.0601
427.2	0.06092
427.4	0.06188
427.6	0.06296
427.8	0.06453
428.0	0.06557
428.2	0.06706
428.4	0.06855
428.6	0.07026
428.8	0.07191
429.0	0.07348
429.2	0.07546
429.4	0.07703
429.6	0.07872
429.8	0.08029
430.0	0.08219
430.2	0.08363
430.4	0.08518
430.6	0.08586
430.8	0.08683
431.0	0.08732
431.2	0.0875
431.4	0.08758
431.6	0.08749
