Wavelength_nm	Excitation	Emission
350	0.049	0
351	0.0481	0
352	0.0512	0
353	0.057	0
354	0.0539	0
355	0.0557	0
356	0.059	0
357	0.0616	0
358	0.0646	0
359	0.0662	0
360	0.0685	0
361	0.0723	0
362	0.0729	0
363	0.0756	0
364	0.0798	0
365	0.0814	0
366	0.0841	0
367	0.0875	0
368	0.0909	0
369	0.0921	0
370	0.0955	0
371	0.0984	0
372	0.1002	0
373	0.1011	0
374	0.1078	0
375	0.1103	0
376	0.1123	0
377	0.116	0
378	0.1174	0
379	0.1217	0
380	0.125	0
381	0.1269	0
382	0.1296	0
383	0.1324	0
384	0.1349	0
385	0.1363	0
386	0.1393	0
387	0.1429	0
388	0.1442	0
389	0.1465	0
390	0.148	0
391	0.1513	0
392	0.1541	0
393	0.1561	0
394	0.1582	0
395	0.1604	0
396	0.1622	0
397	0.1646	0
398	0.1651	0
399	0.1671	0
400	0.1683	0
401	0.1682	0
402	0.17	0
403	0.1701	0
404	0.171	0
405	0.1732	0
406	0.1732	0
407	0.1742	0
408	0.1763	0
409	0.1768	0
410	0.1776	0
411	0.1797	0
412	0.1818	0
413	0.184	0
414	0.1858	0
415	0.1879	0
416	0.1901	0
417	0.1933	0
418	0.1967	0
419	0.1992	0
420	0.2028	0
421	0.2052	0
422	0.2079	0
423	0.2113	0
424	0.2147	0
425	0.218	0
426	0.2218	0
427	0.2254	0
428	0.2299	0
429	0.2355	0
430	0.2408	0
431	0.2456	0
432	0.2518	0
433	0.2583	0
434	0.2661	0
435	0.2741	0
436	0.2832	0
437	0.2918	0
438	0.3018	0
439	0.3141	0
440	0.3248	0
441	0.337	0
442	0.3496	0
443	0.3629	0
444	0.3766	0
445	0.3915	0
446	0.4072	0
447	0.4225	0
448	0.4393	0
449	0.4558	0
450	0.4734	0
451	0.4898	0
452	0.508	0
453	0.5254	0
454	0.5431	0
455	0.561	0
456	0.5785	0
457	0.5951	0
458	0.6119	0
459	0.6284	0
460	0.6438	0
461	0.6601	0
462	0.6744	0
463	0.6887	0.0027
464	0.7018	0.0031
465	0.7151	0.0034
466	0.7277	0.004
467	0.7397	0.0043
468	0.7524	0.0051
469	0.7647	0.0061
470	0.7771	0.0072
471	0.7889	0.0086
472	0.8017	0.0101
473	0.8143	0.0122
474	0.8286	0.0151
475	0.8418	0.0179
476	0.8561	0.022
477	0.8705	0.0266
478	0.8846	0.0318
479	0.9003	0.0384
480	0.9151	0.0461
481	0.929	0.055
482	0.9436	0.0651
483	0.9568	0.0783
484	0.9691	0.092
485	0.9793	0.109
486	0.9885	0.1266
487	0.9939	0.148
488	0.9982	0.1716
489	1	0.1981
490	0.9969	0.2267
491	0.9908	0.2587
492	0.9797	0.2945
493	0.964	0.3315
494	0.9442	0.3714
495	0.9194	0.4155
496	0.8904	0.4598
497	0.8561	0.5088
498	0.8188	0.5594
499	0.7775	0.6104
500	0.7346	0.6649
501	0.6874	0.7182
502	0.6399	0.7666
503	0.5906	0.8161
504	0.5428	0.8622
505	0.493	0.9027
506	0.4459	0.9355
507	0.3996	0.9664
508	0.3548	0.9877
509	0.3136	0.9994
510	0.2747	0.9999
511	0.2376	1
512	0.2042	0.9889
513	0.1747	0.9696
514	0.1469	0.9406
515	0.1229	0.906
516	0.1015	0.8711
517	0.0838	0.8345
518	0.0686	0.7934
519	0.0553	0.7509
520	0.0454	0.7149
521	0.0362	0.6802
522	0.0307	0.6504
523	0.0257	0.6208
524	0.0212	0.5966
525	0.0178	0.5698
526	0.0157	0.547
527	0.0138	0.5275
528	0.0122	0.5084
529	0.0109	0.49
530	0.0093	0.4733
531	0.0083	0.4636
532	0.0073	0.4504
533	0.0064	0.4393
534	0.0059	0.4296
535	0.0051	0.4221
536	0.0054	0.4105
537	0.0052	0.4014
538	0.0048	0.3942
539	0.0047	0.3867
540	0.0044	0.381
541	0.005	0.3693
542	0.0056	0.3621
543	0.0053	0.3583
544	0.0054	0.3476
545	0.0053	0.3393
546	0.0046	0.3295
547	0.0058	0.3223
548	0.0057	0.312
