Wavelength (nm)	%T
714.8	93.284
715	93.2951
715.2	93.3063
715.5	93.3175
715.8	93.3289
716	93.3402
716.2	93.3516
716.5	93.3629
716.8	93.3743
717	93.3855
717.2	93.3967
717.5	93.4078
717.8	93.4188
718	93.4296
718.2	93.4403
718.5	93.4507
718.8	93.461
719	93.471
719.2	93.4808
719.5	93.4903
719.8	93.4996
720	93.5085
720.2	93.5171
720.5	93.5253
720.8	93.5332
721	93.5408
721.2	93.5479
721.5	93.5546
721.8	93.5609
722	93.5668
722.2	93.5722
722.5	93.5771
722.8	93.5816
723	93.5856
723.2	93.5891
723.5	93.5921
723.8	93.5946
724	93.5966
724.2	93.5981
724.5	93.599
724.8	93.5994
725	93.5992
725.2	93.5986
725.5	93.5974
725.8	93.5956
726	93.5933
726.2	93.5905
726.5	93.5871
726.8	93.5832
727	93.5788
727.2	93.5739
727.5	93.5684
727.8	93.5624
728	93.556
728.2	93.549
728.5	93.5416
728.8	93.5336
729	93.5252
729.2	93.5164
729.5	93.5071
729.8	93.4974
730	93.4873
730.2	93.4768
730.5	93.4659
730.8	93.4547
731	93.4431
731.2	93.4311
731.5	93.4189
731.8	93.4063
732	93.3935
732.2	93.3804
732.5	93.367
732.8	93.3534
733	93.3397
733.2	93.3257
733.5	93.3116
733.8	93.2973
734	93.2829
734.2	93.2684
734.5	93.2538
734.8	93.2391
735	93.2244
735.2	93.2097
735.5	93.1949
735.8	93.1802
736	93.1655
736.2	93.1509
736.5	93.1363
736.8	93.1219
737	93.1075
737.2	93.0933
737.5	93.0793
737.8	93.0654
738	93.0517
738.2	93.0382
738.5	93.0249
738.8	93.0118
739	92.999
739.2	92.9865
739.5	92.9743
739.8	92.9624
740	92.9507
740.2	92.9395
740.5	92.9285
740.8	92.9179
741	92.9077
741.2	92.8978
741.5	92.8884
741.8	92.8793
742	92.8707
742.2	92.8624
742.5	92.8546
742.8	92.8472
743	92.8403
743.2	92.8338
743.5	92.8277
743.8	92.8221
744	92.817
744.2	92.8123
744.5	92.8081
744.8	92.8044
745	92.8012
745.2	92.7984
745.5	92.796
745.8	92.7942
746	92.7928
746.2	92.7919
746.5	92.7915
746.8	92.7915
747	92.792
747.2	92.7929
747.5	92.7943
747.8	92.7961
748	92.7984
748.2	92.8011
748.5	92.8042
748.8	92.8078
749	92.8117
749.2	92.8161
749.5	92.8208
749.8	92.8259
750	92.8314
750.2	92.8373
750.5	92.8435
750.8	92.8501
751	92.857
751.2	92.8642
751.5	92.8717
751.8	92.8795
752	92.8876
752.2	92.8959
752.5	92.9045
752.8	92.9134
753	92.9224
753.2	92.9317
753.5	92.9412
753.8	92.9508
754	92.9606
754.2	92.9706
754.5	92.9807
754.8	92.9909
755	93.0013
755.2	93.0117
755.5	93.0222
755.8	93.0327
756	93.0434
756.2	93.054
756.5	93.0647
756.8	93.0753
757	93.086
757.2	93.0966
757.5	93.1072
757.8	93.1177
758	93.1282
758.2	93.1385
758.5	93.1488
758.8	93.159
759	93.1691
759.2	93.179
759.5	93.1887
759.8	93.1983
760	93.2078
760.2	93.217
760.5	93.2261
760.8	93.235
761	93.2436
761.2	93.252
761.5	93.2602
761.8	93.2682
762	93.2759
762.2	93.2833
762.5	93.2905
762.8	93.2974
763	93.3041
763.2	93.3104
763.5	93.3164
763.8	93.3222
764	93.3277
764.2	93.3328
764.5	93.3377
764.8	93.3422
765	93.3464
765.2	93.3503
765.5	93.3539
765.8	93.3572
766	93.3602
766.2	93.3628
766.5	93.3651
766.8	93.3671
767	93.3688
767.2	93.3702
767.5	93.3713
767.8	93.372
768	93.3725
768.2	93.3726
768.5	93.3725
768.8	93.372
769	93.3713
769.2	93.3703
769.5	93.369
769.8	93.3675
770	93.3657
770.2	93.3636
770.5	93.3613
770.8	93.3587
771	93.3559
771.2	93.3529
771.5	93.3497
771.8	93.3463
772	93.3426
772.2	93.3388
772.5	93.3348
772.8	93.3306
773	93.3263
773.2	93.3218
773.5	93.3171
773.8	93.3124
774	93.3075
774.2	93.3025
774.5	93.2974
774.8	93.2922
775	93.287
775.2	93.2816
775.5	93.2762
775.8	93.2708
776	93.2653
776.2	93.2598
776.5	93.2543
776.8	93.2488
777	93.2433
777.2	93.2378
777.5	93.2324
777.8	93.2269
778	93.2215
778.2	93.2162
778.5	93.2109
778.8	93.2057
779	93.2006
779.2	93.1956
779.5	93.1907
779.8	93.1859
780	93.1812
780.2	93.1767
780.5	93.1722
780.8	93.1679
781	93.1638
781.2	93.1598
781.5	93.156
781.8	93.1523
782	93.1488
782.2	93.1455
782.5	93.1424
782.8	93.1395
783	93.1368
783.2	93.1342
783.5	93.1319
783.8	93.1298
784	93.1278
784.2	93.1261
784.5	93.1246
784.8	93.1234
785	93.1223
785.2	93.1215
785.5	93.1209
785.8	93.1205
786	93.1203
786.2	93.1204
786.5	93.1207
786.8	93.1212
787	93.1219
787.2	93.1229
787.5	93.1241
787.8	93.1255
788	93.1271
788.2	93.1289
788.5	93.1309
788.8	93.1332
789	93.1356
789.2	93.1382
789.5	93.1411
789.8	93.1441
790	93.1473
790.2	93.1507
790.5	93.1543
790.8	93.1581
791	93.162
791.2	93.1661
791.5	93.1703
791.8	93.1747
792	93.1792
792.2	93.1838
792.5	93.1886
792.8	93.1935
793	93.1985
793.2	93.2036
793.5	93.2089
793.8	93.2142
794	93.2195
794.2	93.225
794.5	93.2305
794.8	93.2361
795	93.2417
795.2	93.2474
795.5	93.2531
795.8	93.2588
796	93.2645
796.2	93.2703
796.5	93.276
796.8	93.2817
797	93.2874
797.2	93.2931
797.5	93.2987
797.8	93.3043
798	93.3099
798.2	93.3153
798.5	93.3207
798.8	93.326
799	93.3312
799.2	93.3364
799.5	93.3414
799.8	93.3463
800	93.3511
800.2	93.3557
800.5	93.3602
800.8	93.3646
801	93.3688
801.2	93.3728
801.5	93.3767
801.8	93.3804
802	93.384
802.2	93.3873
802.5	93.3905
802.8	93.3934
803	93.3962
803.2	93.3988
803.5	93.4011
803.8	93.4032
804	93.4051
804.2	93.4068
804.5	93.4082
804.8	93.4094
805	93.4104
805.2	93.4111
805.5	93.4116
805.8	93.4118
806	93.4118
806.2	93.4115
806.5	93.411
806.8	93.4102
807	93.4092
807.2	93.4079
807.5	93.4063
807.8	93.4045
808	93.4025
808.2	93.4001
808.5	93.3976
808.8	93.3947
809	93.3917
809.2	93.3883
809.5	93.3847
809.8	93.3809
810	93.3768
810.2	93.3725
810.5	93.368
810.8	93.3632
811	93.3581
811.2	93.3529
811.5	93.3474
811.8	93.3417
812	93.3358
812.2	93.3297
812.5	93.3234
812.8	93.3168
813	93.3101
813.2	93.3032
813.5	93.2961
813.8	93.2889
814	93.2814
814.2	93.2738
814.5	93.2661
814.8	93.2582
815	93.2502
815.2	93.242
815.5	93.2337
815.8	93.2253
816	93.2167
816.2	93.2081
816.5	93.1994
816.8	93.1905
817	93.1816
817.2	93.1727
817.5	93.1636
817.8	93.1545
818	93.1454
818.2	93.1362
818.5	93.127
818.8	93.1178
819	93.1085
819.2	93.0993
819.5	93.09
819.8	93.0808
820	93.0716
820.2	93.0624
820.5	93.0532
820.8	93.0441
821	93.0351
821.2	93.0261
821.5	93.0172
821.8	93.0084
822	92.9996
822.2	92.9909
822.5	92.9824
822.8	92.9739
823	92.9656
823.2	92.9574
823.5	92.9493
823.8	92.9414
824	92.9336
824.2	92.926
824.5	92.9185
824.8	92.9112
825	92.9041
825.2	92.8971
825.5	92.8903
825.8	92.8838
826	92.8774
826.2	92.8712
826.5	92.8652
826.8	92.8594
827	92.8539
827.2	92.8486
827.5	92.8435
827.8	92.8386
828	92.834
828.2	92.8296
828.5	92.8254
828.8	92.8215
829	92.8179
829.2	92.8145
829.5	92.8113
829.8	92.8084
830	92.8058
830.2	92.8034
830.5	92.8013
830.8	92.7995
831	92.7979
831.2	92.7966
831.5	92.7956
831.8	92.7948
832	92.7943
832.2	92.7941
832.5	92.7942
832.8	92.7945
833	92.7951
833.2	92.7959
833.5	92.7971
833.8	92.7985
834	92.8001
834.2	92.802
834.5	92.8042
834.8	92.8067
835	92.8094
835.2	92.8124
835.5	92.8156
835.8	92.819
836	92.8228
836.2	92.8267
836.5	92.8309
836.8	92.8354
837	92.8401
837.2	92.845
837.5	92.8501
837.8	92.8555
838	92.8611
838.2	92.8669
838.5	92.8729
838.8	92.8791
839	92.8855
839.2	92.8921
839.5	92.8989
839.8	92.9058
840	92.913
840.2	92.9203
840.5	92.9278
840.8	92.9355
841	92.9433
841.2	92.9513
841.5	92.9594
841.8	92.9676
842	92.976
842.2	92.9845
842.5	92.9931
842.8	93.0018
843	93.0106
843.2	93.0196
843.5	93.0286
843.8	93.0377
844	93.0469
844.2	93.0561
844.5	93.0655
844.8	93.0748
845	93.0843
845.2	93.0937
845.5	93.1032
845.8	93.1128
846	93.1223
846.2	93.1319
846.5	93.1415
846.8	93.1511
847	93.1607
847.2	93.1703
847.5	93.1798
847.8	93.1894
848	93.1989
848.2	93.2084
848.5	93.2178
848.8	93.2272
849	93.2365
849.2	93.2458
849.5	93.255
849.8	93.2641
850	93.2731
850.2	93.2821
850.5	93.291
850.8	93.2997
851	93.3084
851.2	93.317
851.5	93.3254
851.8	93.3338
852	93.342
852.2	93.3501
852.5	93.358
852.8	93.3658
853	93.3735
853.2	93.381
853.5	93.3884
853.8	93.3957
854	93.4027
854.2	93.4097
854.5	93.4164
854.8	93.423
855	93.4294
855.2	93.4357
855.5	93.4417
855.8	93.4476
856	93.4533
856.2	93.4589
856.5	93.4642
856.8	93.4694
857	93.4743
857.2	93.4791
857.5	93.4837
857.8	93.4881
858	93.4923
858.2	93.4963
858.5	93.5001
858.8	93.5037
859	93.5072
859.2	93.5104
859.5	93.5134
859.8	93.5163
860	93.5189
860.2	93.5214
860.5	93.5236
860.8	93.5257
861	93.5276
861.2	93.5292
861.5	93.5307
861.8	93.532
862	93.5331
862.2	93.5341
862.5	93.5348
862.8	93.5354
863	93.5358
863.2	93.536
863.5	93.536
863.8	93.5359
864	93.5356
864.2	93.5351
864.5	93.5345
864.8	93.5337
865	93.5328
865.2	93.5317
865.5	93.5305
865.8	93.5291
866	93.5275
866.2	93.5259
866.5	93.5241
866.8	93.5221
867	93.5201
867.2	93.5179
867.5	93.5156
867.8	93.5132
868	93.5106
868.2	93.508
868.5	93.5053
868.8	93.5024
869	93.4995
869.2	93.4965
869.5	93.4934
869.8	93.4902
870	93.487
870.2	93.4837
870.5	93.4803
870.8	93.4768
871	93.4733
871.2	93.4697
871.5	93.4661
871.8	93.4625
872	93.4588
872.2	93.4551
872.5	93.4513
872.8	93.4475
873	93.4437
873.2	93.4399
873.5	93.4361
873.8	93.4323
874	93.4284
874.2	93.4246
874.5	93.4208
874.8	93.4169
875	93.4131
875.2	93.4093
875.5	93.4056
875.8	93.4018
876	93.3981
876.2	93.3944
876.5	93.3908
876.8	93.3872
877	93.3836
877.2	93.3801
877.5	93.3767
877.8	93.3732
878	93.3699
878.2	93.3666
878.5	93.3634
878.8	93.3602
879	93.3571
879.2	93.3541
879.5	93.3512
879.8	93.3483
880	93.3455
880.2	93.3428
880.5	93.3402
880.8	93.3377
881	93.3353
881.2	93.3329
881.5	93.3306
881.8	93.3285
882	93.3264
882.2	93.3244
882.5	93.3226
882.8	93.3208
883	93.3191
883.2	93.3176
883.5	93.3161
883.8	93.3147
884	93.3135
884.2	93.3123
884.5	93.3113
884.8	93.3103
885	93.3095
885.2	93.3088
885.5	93.3081
885.8	93.3076
886	93.3072
886.2	93.3069
886.5	93.3067
886.8	93.3066
887	93.3066
887.2	93.3067
887.5	93.3069
887.8	93.3072
888	93.3077
888.2	93.3082
888.5	93.3088
888.8	93.3095
889	93.3103
889.2	93.3112
889.5	93.3122
889.8	93.3133
890	93.3145
890.2	93.3157
890.5	93.3171
890.8	93.3185
891	93.32
891.2	93.3216
891.5	93.3233
891.8	93.325
892	93.3268
892.2	93.3287
892.5	93.3307
892.8	93.3327
893	93.3348
893.2	93.3369
893.5	93.3391
893.8	93.3414
894	93.3437
894.2	93.346
894.5	93.3484
894.8	93.3509
895	93.3533
895.2	93.3559
895.5	93.3584
895.8	93.361
896	93.3636
896.2	93.3663
896.5	93.3689
896.8	93.3716
897	93.3743
897.2	93.377
897.5	93.3797
897.8	93.3824
898	93.3852
898.2	93.3879
898.5	93.3906
898.8	93.3933
899	93.396
899.2	93.3987
899.5	93.4014
899.8	93.4041
900	93.4067
900.2	93.4093
900.5	93.4119
900.8	93.4144
901	93.4169
901.2	93.4194
901.5	93.4218
901.8	93.4242
902	93.4266
902.2	93.4289
902.5	93.4311
902.8	93.4333
903	93.4354
903.2	93.4375
903.5	93.4395
903.8	93.4415
904	93.4434
904.2	93.4452
904.5	93.447
904.8	93.4487
905	93.4503
905.2	93.4518
905.5	93.4533
905.8	93.4547
906	93.456
906.2	93.4572
906.5	93.4583
906.8	93.4594
907	93.4604
907.2	93.4612
907.5	93.462
907.8	93.4627
908	93.4633
908.2	93.4638
908.5	93.4642
908.8	93.4645
909	93.4647
909.2	93.4648
909.5	93.4648
909.8	93.4647
910	93.4645
910.2	93.4642
910.5	93.4638
910.8	93.4633
911	93.4627
911.2	93.462
911.5	93.4612
911.8	93.4603
912	93.4593
912.2	93.4581
912.5	93.4569
912.8	93.4556
913	93.4541
913.2	93.4526
913.5	93.4509
913.8	93.4492
914	93.4473
914.2	93.4454
914.5	93.4433
914.8	93.4412
915	93.4389
915.2	93.4366
915.5	93.4341
915.8	93.4316
916	93.4289
916.2	93.4262
916.5	93.4233
916.8	93.4204
917	93.4174
917.2	93.4143
917.5	93.4111
917.8	93.4078
918	93.4045
918.2	93.401
918.5	93.3975
918.8	93.3939
919	93.3902
919.2	93.3865
919.5	93.3827
919.8	93.3788
920	93.3748
920.2	93.3708
920.5	93.3667
920.8	93.3625
921	93.3583
921.2	93.354
921.5	93.3497
921.8	93.3453
922	93.3408
922.2	93.3364
922.5	93.3318
922.8	93.3272
923	93.3226
923.2	93.318
923.5	93.3133
923.8	93.3086
924	93.3038
924.2	93.299
924.5	93.2942
924.8	93.2894
925	93.2846
925.2	93.2797
925.5	93.2748
925.8	93.2699
926	93.265
926.2	93.2601
926.5	93.2552
926.8	93.2503
927	93.2454
927.2	93.2405
927.5	93.2357
927.8	93.2308
928	93.2259
928.2	93.2211
928.5	93.2162
928.8	93.2114
929	93.2067
929.2	93.2019
929.5	93.1972
929.8	93.1925
930	93.1878
930.2	93.1832
930.5	93.1786
930.8	93.1741
931	93.1696
931.2	93.1652
931.5	93.1608
931.8	93.1565
932	93.1522
932.2	93.148
932.5	93.1438
932.8	93.1397
933	93.1357
933.2	93.1317
933.5	93.1278
933.8	93.124
934	93.1202
934.2	93.1166
934.5	93.113
934.8	93.1095
935	93.106
935.2	93.1027
935.5	93.0994
935.8	93.0962
936	93.0931
936.2	93.0901
936.5	93.0872
936.8	93.0844
937	93.0817
937.2	93.0791
937.5	93.0765
937.8	93.0741
938	93.0718
938.2	93.0696
938.5	93.0675
938.8	93.0655
939	93.0636
939.2	93.0618
939.5	93.0601
939.8	93.0585
940	93.057
940.2	93.0557
940.5	93.0544
940.8	93.0533
941	93.0522
941.2	93.0513
941.5	93.0505
941.8	93.0499
942	93.0493
942.2	93.0488
942.5	93.0485
942.8	93.0483
943	93.0482
943.2	93.0482
943.5	93.0483
943.8	93.0485
944	93.0489
944.2	93.0494
944.5	93.0499
944.8	93.0506
945	93.0515
945.2	93.0524
945.5	93.0534
945.8	93.0546
946	93.0558
946.2	93.0572
946.5	93.0587
946.8	93.0603
947	93.062
947.2	93.0638
947.5	93.0658
947.8	93.0678
948	93.0699
948.2	93.0722
948.5	93.0745
948.8	93.077
949	93.0796
949.2	93.0822
949.5	93.085
949.8	93.0878
950	93.0908
950.2	93.0938
950.5	93.097
950.8	93.1002
951	93.1035
951.2	93.1069
951.5	93.1104
951.8	93.114
952	93.1177
952.2	93.1214
952.5	93.1252
952.8	93.1291
953	93.1331
953.2	93.1372
953.5	93.1413
953.8	93.1455
954	93.1498
954.2	93.1541
954.5	93.1585
954.8	93.163
955	93.1675
955.2	93.1721
955.5	93.1768
955.8	93.1815
956	93.1862
956.2	93.191
956.5	93.1959
956.8	93.2008
957	93.2057
957.2	93.2107
957.5	93.2157
957.8	93.2207
958	93.2258
958.2	93.2309
958.5	93.2361
958.8	93.2413
959	93.2464
959.2	93.2517
959.5	93.2569
959.8	93.2622
960	93.2674
960.2	93.2727
960.5	93.278
960.8	93.2833
961	93.2886
961.2	93.2939
961.5	93.2993
961.8	93.3046
962	93.3099
962.2	93.3152
962.5	93.3205
962.8	93.3258
963	93.331
963.2	93.3363
963.5	93.3415
963.8	93.3468
964	93.352
964.2	93.3571
964.5	93.3623
964.8	93.3674
965	93.3725
965.2	93.3775
965.5	93.3826
965.8	93.3875
966	93.3925
966.2	93.3974
966.5	93.4022
966.8	93.4071
967	93.4118
967.2	93.4166
967.5	93.4212
967.8	93.4258
968	93.4304
968.2	93.4349
968.5	93.4393
968.8	93.4437
969	93.4481
969.2	93.4523
969.5	93.4565
969.8	93.4607
970	93.4647
970.2	93.4687
970.5	93.4726
970.8	93.4765
971	93.4803
971.2	93.484
971.5	93.4876
971.8	93.4911
972	93.4946
972.2	93.498
972.5	93.5013
972.8	93.5045
973	93.5077
973.2	93.5107
973.5	93.5137
973.8	93.5166
974	93.5194
974.2	93.5221
974.5	93.5248
974.8	93.5273
975	93.5297
975.2	93.5321
975.5	93.5344
975.8	93.5365
976	93.5386
976.2	93.5406
976.5	93.5425
976.8	93.5443
977	93.546
977.2	93.5477
977.5	93.5492
977.8	93.5506
978	93.552
978.2	93.5532
978.5	93.5544
978.8	93.5554
979	93.5564
979.2	93.5572
979.5	93.558
979.8	93.5587
980	93.5593
980.2	93.5598
980.5	93.5602
980.8	93.5605
981	93.5607
981.2	93.5609
981.5	93.5609
981.8	93.5608
982	93.5607
982.2	93.5605
982.5	93.5602
982.8	93.5598
983	93.5593
983.2	93.5587
983.5	93.558
983.8	93.5573
984	93.5565
984.2	93.5556
984.5	93.5546
984.8	93.5535
985	93.5524
985.2	93.5511
985.5	93.5498
985.8	93.5485
986	93.547
986.2	93.5455
986.5	93.5439
986.8	93.5422
987	93.5405
987.2	93.5387
987.5	93.5368
987.8	93.5349
988	93.5329
988.2	93.5308
988.5	93.5287
988.8	93.5265
989	93.5243
989.2	93.522
989.5	93.5196
989.8	93.5172
990	93.5148
990.2	93.5123
990.5	93.5097
990.8	93.5071
991	93.5045
991.2	93.5018
991.5	93.4991
991.8	93.4963
992	93.4935
992.2	93.4907
992.5	93.4878
992.8	93.4849
993	93.4819
993.2	93.479
993.5	93.476
993.8	93.4729
994	93.4699
994.2	93.4668
994.5	93.4637
994.8	93.4606
995	93.4575
995.2	93.4543
995.5	93.4512
995.8	93.448
996	93.4448
996.2	93.4416
996.5	93.4384
996.8	93.4352
997	93.432
997.2	93.4288
997.5	93.4256
997.8	93.4223
998	93.4191
998.2	93.4159
998.5	93.4127
998.8	93.4095
999	93.4064
999.2	93.4032
999.5	93.4
999.8	93.3969
1000	93.3938
1000.2	93.3907
1000.5	93.3876
1000.8	93.3845
1001	93.3815
1001.2	93.3784
1001.5	93.3754
1001.8	93.3725
1002	93.3695
1002.2	93.3666
1002.5	93.3637
1002.8	93.3609
1003	93.358
1003.2	93.3553
1003.5	93.3525
1003.8	93.3498
1004	93.3471
1004.2	93.3445
1004.5	93.3419
1004.8	93.3393
1005	93.3368
1005.2	93.3343
1005.5	93.3319
1005.8	93.3295
1006	93.3272
1006.2	93.3249
1006.5	93.3227
1006.8	93.3205
1007	93.3183
1007.2	93.3162
1007.5	93.3142
1007.8	93.3122
1008	93.3103
1008.2	93.3084
1008.5	93.3066
1008.8	93.3048
1009	93.3031
1009.2	93.3015
1009.5	93.2999
1009.8	93.2983
1010	93.2969
1010.2	93.2954
1010.5	93.2941
1010.8	93.2928
1011	93.2916
1011.2	93.2904
1011.5	93.2893
1011.8	93.2882
1012	93.2872
1012.2	93.2863
1012.5	93.2854
1012.8	93.2846
1013	93.2839
1013.2	93.2832
1013.5	93.2826
1013.8	93.282
1014	93.2815
1014.2	93.2811
1014.5	93.2808
1014.8	93.2805
1015	93.2802
1015.2	93.2801
1015.5	93.2799
1015.8	93.2799
1016	93.2799
1016.2	93.28
1016.5	93.2801
1016.8	93.2803
1017	93.2806
1017.2	93.2809
1017.5	93.2813
1017.8	93.2818
1018	93.2823
1018.2	93.2829
1018.5	93.2835
1018.8	93.2842
1019	93.2849
1019.2	93.2857
1019.5	93.2866
1019.8	93.2875
1020	93.2885
1020.2	93.2895
1020.5	93.2906
1020.8	93.2918
1021	93.293
1021.2	93.2942
1021.5	93.2955
1021.8	93.2969
1022	93.2983
1022.2	93.2997
1022.5	93.3012
1022.8	93.3028
1023	93.3044
1023.2	93.306
1023.5	93.3077
1023.8	93.3095
1024	93.3113
1024.2	93.3131
1024.5	93.315
1024.8	93.3169
1025	93.3188
1025.2	93.3208
1025.5	93.3229
1025.8	93.3249
1026	93.327
1026.2	93.3292
1026.5	93.3314
1026.8	93.3336
1027	93.3358
1027.2	93.3381
1027.5	93.3404
1027.8	93.3427
1028	93.3451
1028.2	93.3475
1028.5	93.3499
1028.8	93.3523
1029	93.3548
1029.2	93.3573
1029.5	93.3598
1029.8	93.3623
1030	93.3649
1030.2	93.3674
1030.5	93.37
1030.8	93.3726
1031	93.3752
1031.2	93.3779
1031.5	93.3805
1031.8	93.3831
1032	93.3858
1032.2	93.3885
1032.5	93.3912
1032.8	93.3938
1033	93.3965
1033.2	93.3992
1033.5	93.4019
1033.8	93.4046
1034	93.4073
1034.2	93.41
1034.5	93.4127
1034.8	93.4154
1035	93.4181
1035.2	93.4208
1035.5	93.4234
1035.8	93.4261
1036	93.4288
1036.2	93.4314
1036.5	93.4341
1036.8	93.4367
1037	93.4393
1037.2	93.4419
1037.5	93.4445
1037.8	93.4471
1038	93.4496
1038.2	93.4521
1038.5	93.4547
1038.8	93.4572
1039	93.4596
1039.2	93.4621
1039.5	93.4645
1039.8	93.4669
1040	93.4693
1040.2	93.4717
1040.5	93.474
1040.8	93.4763
1041	93.4786
1041.2	93.4808
1041.5	93.483
1041.8	93.4852
1042	93.4874
1042.2	93.4895
1042.5	93.4916
1042.8	93.4936
1043	93.4956
1043.2	93.4976
1043.5	93.4996
1043.8	93.5015
1044	93.5033
1044.2	93.5052
1044.5	93.507
1044.8	93.5087
1045	93.5104
1045.2	93.5121
1045.5	93.5137
1045.8	93.5153
1046	93.5169
1046.2	93.5184
1046.5	93.5198
1046.8	93.5213
1047	93.5226
1047.2	93.524
1047.5	93.5252
1047.8	93.5265
1048	93.5277
1048.2	93.5288
1048.5	93.5299
1048.8	93.531
1049	93.532
1049.2	93.5329
1049.5	93.5338
1049.8	93.5347
1050	93.5355
1050.2	93.5363
1050.5	93.537
1050.8	93.5377
1051	93.5383
1051.2	93.5388
1051.5	93.5394
1051.8	93.5398
1052	93.5403
1052.2	93.5406
1052.5	93.541
1052.8	93.5413
1053	93.5415
1053.2	93.5417
1053.5	93.5418
1053.8	93.5419
1054	93.5419
1054.2	93.5419
1054.5	93.5419
1054.8	93.5417
1055	93.5416
1055.2	93.5414
1055.5	93.5411
1055.8	93.5409
1056	93.5405
1056.2	93.5401
1056.5	93.5397
1056.8	93.5392
1057	93.5387
1057.2	93.5381
1057.5	93.5375
1057.8	93.5369
1058	93.5362
1058.2	93.5354
1058.5	93.5346
1058.8	93.5338
1059	93.533
1059.2	93.532
1059.5	93.5311
1059.8	93.5301
1060	93.5291
1060.2	93.528
1060.5	93.5269
1060.8	93.5258
1061	93.5246
1061.2	93.5234
1061.5	93.5221
1061.8	93.5208
1062	93.5195
1062.2	93.5182
1062.5	93.5168
1062.8	93.5154
1063	93.5139
1063.2	93.5125
1063.5	93.5109
1063.8	93.5094
1064	93.5078
1064.2	93.5062
1064.5	93.5046
1064.8	93.503
1065	93.5013
1065.2	93.4996
1065.5	93.4979
1065.8	93.4961
1066	93.4944
1066.2	93.4926
1066.5	93.4908
1066.8	93.489
1067	93.4871
1067.2	93.4853
1067.5	93.4834
1067.8	93.4815
1068	93.4796
1068.2	93.4776
1068.5	93.4757
1068.8	93.4738
1069	93.4718
1069.2	93.4698
1069.5	93.4678
1069.8	93.4658
1070	93.4638
1070.2	93.4618
1070.5	93.4598
1070.8	93.4578
1071	93.4558
1071.2	93.4537
1071.5	93.4517
1071.8	93.4497
1072	93.4477
1072.2	93.4456
1072.5	93.4436
1072.8	93.4415
1073	93.4395
1073.2	93.4375
1073.5	93.4355
1073.8	93.4335
1074	93.4314
1074.2	93.4294
1074.5	93.4274
1074.8	93.4255
1075	93.4235
1075.2	93.4215
1075.5	93.4195
1075.8	93.4176
1076	93.4157
1076.2	93.4137
1076.5	93.4118
1076.8	93.41
1077	93.4081
1077.2	93.4062
1077.5	93.4044
1077.8	93.4026
1078	93.4008
1078.2	93.399
1078.5	93.3972
1078.8	93.3955
1079	93.3937
1079.2	93.392
1079.5	93.3904
1079.8	93.3887
1080	93.3871
1080.2	93.3855
1080.5	93.3839
1080.8	93.3824
1081	93.3808
1081.2	93.3794
1081.5	93.3779
1081.8	93.3765
1082	93.375
1082.2	93.3737
1082.5	93.3723
1082.8	93.371
1083	93.3697
1083.2	93.3685
1083.5	93.3673
1083.8	93.3661
1084	93.3649
1084.2	93.3638
1084.5	93.3627
1084.8	93.3617
1085	93.3607
1085.2	93.3597
1085.5	93.3588
1085.8	93.3579
1086	93.357
1086.2	93.3562
1086.5	93.3554
1086.8	93.3547
1087	93.354
1087.2	93.3533
1087.5	93.3527
1087.8	93.3521
1088	93.3515
1088.2	93.351
1088.5	93.3506
1088.8	93.3501
1089	93.3497
1089.2	93.3494
1089.5	93.3491
1089.8	93.3488
1090	93.3486
1090.2	93.3484
1090.5	93.3483
1090.8	93.3482
1091	93.3481
1091.2	93.3481
1091.5	93.3482
1091.8	93.3482
1092	93.3484
1092.2	93.3485
1092.5	93.3487
1092.8	93.349
1093	93.3493
1093.2	93.3496
1093.5	93.3499
1093.8	93.3504
1094	93.3508
1094.2	93.3513
1094.5	93.3519
1094.8	93.3524
1095	93.3531
1095.2	93.3537
1095.5	93.3544
1095.8	93.3552
1096	93.356
1096.2	93.3568
1096.5	93.3577
1096.8	93.3586
1097	93.3595
1097.2	93.3605
1097.5	93.3616
1097.8	93.3626
1098	93.3637
1098.2	93.3649
1098.5	93.3661
1098.8	93.3673
1099	93.3686
1099.2	93.3699
1099.5	93.3712
1099.8	93.3726
1100	93.374
1100.2	93.3754
1100.5	93.3769
1100.8	93.3784
1101	93.38
1101.2	93.3816
1101.5	93.3832
1101.8	93.3849
1102	93.3865
1102.2	93.3883
1102.5	93.39
1102.8	93.3918
1103	93.3936
1103.2	93.3955
1103.5	93.3973
1103.8	93.3993
1104	93.4012
1104.2	93.4032
1104.5	93.4051
1104.8	93.4072
1105	93.4092
1105.2	93.4113
1105.5	93.4134
1105.8	93.4155
1106	93.4177
1106.2	93.4198
1106.5	93.422
1106.8	93.4242
1107	93.4265
1107.2	93.4287
1107.5	93.431
1107.8	93.4333
1108	93.4357
1108.2	93.438
1108.5	93.4404
1108.8	93.4427
1109	93.4451
1109.2	93.4475
1109.5	93.45
1109.8	93.4524
1110	93.4549
1110.2	93.4573
1110.5	93.4598
1110.8	93.4623
1111	93.4648
1111.2	93.4673
1111.5	93.4699
1111.8	93.4724
1112	93.4749
1112.2	93.4775
1112.5	93.4801
1112.8	93.4826
1113	93.4852
1113.2	93.4878
1113.5	93.4904
1113.8	93.4929
1114	93.4955
1114.2	93.4981
1114.5	93.5007
1114.8	93.5033
1115	93.5059
1115.2	93.5085
1115.5	93.5111
1115.8	93.5137
1116	93.5163
