Wavelength (nm)	%T
1860	54.0339
1860.2	54.0471
1860.5	54.0603
1860.8	54.0737
1861	54.0872
1861.2	54.1007
1861.5	54.1144
1861.8	54.1282
1862	54.1421
1862.2	54.156
1862.5	54.1701
1862.8	54.1843
1863	54.1986
1863.2	54.213
1863.5	54.2275
1863.8	54.2421
1864	54.2568
1864.2	54.2716
1864.5	54.2865
1864.8	54.3016
1865	54.3167
1865.2	54.3319
1865.5	54.3472
1865.8	54.3626
1866	54.3782
1866.2	54.3938
1866.5	54.4095
1866.8	54.4253
1867	54.4413
1867.2	54.4573
1867.5	54.4734
1867.8	54.4896
1868	54.506
1868.2	54.5224
1868.5	54.5389
1868.8	54.5556
1869	54.5723
1869.2	54.5891
1869.5	54.606
1869.8	54.6231
1870	54.6402
1870.2	54.6574
1870.5	54.6747
1870.8	54.6921
1871	54.7096
1871.2	54.7273
1871.5	54.745
1871.8	54.7628
1872	54.7807
1872.2	54.7987
1872.5	54.8168
1872.8	54.835
1873	54.8533
1873.2	54.8717
1873.5	54.8901
1873.8	54.9087
1874	54.9274
1874.2	54.9462
1874.5	54.9651
1874.8	54.984
1875	55.0031
1875.2	55.0222
1875.5	55.0415
1875.8	55.0608
1876	55.0803
1876.2	55.0998
1876.5	55.1194
1876.8	55.1391
1877	55.159
1877.2	55.1789
1877.5	55.1989
1877.8	55.219
1878	55.2391
1878.2	55.2594
1878.5	55.2798
1878.8	55.3003
1879	55.3208
1879.2	55.3415
1879.5	55.3622
1879.8	55.3831
1880	55.404
1880.2	55.425
1880.5	55.4461
1880.8	55.4673
1881	55.4886
1881.2	55.51
1881.5	55.5314
1881.8	55.553
1882	55.5747
1882.2	55.5964
1882.5	55.6182
1882.8	55.6402
1883	55.6622
1883.2	55.6843
1883.5	55.7065
1883.8	55.7287
1884	55.7511
1884.2	55.7736
1884.5	55.7961
1884.8	55.8187
1885	55.8415
1885.2	55.8643
1885.5	55.8872
1885.8	55.9102
1886	55.9332
1886.2	55.9564
1886.5	55.9796
1886.8	56.003
1887	56.0264
1887.2	56.0499
1887.5	56.0735
1887.8	56.0972
1888	56.1209
1888.2	56.1448
1888.5	56.1687
1888.8	56.1927
1889	56.2168
1889.2	56.241
1889.5	56.2653
1889.8	56.2896
1890	56.3141
1890.2	56.3386
1890.5	56.3632
1890.8	56.3879
1891	56.4127
1891.2	56.4376
1891.5	56.4625
1891.8	56.4875
1892	56.5126
1892.2	56.5378
1892.5	56.5631
1892.8	56.5885
1893	56.6139
1893.2	56.6394
1893.5	56.665
1893.8	56.6907
1894	56.7165
1894.2	56.7423
1894.5	56.7682
1894.8	56.7943
1895	56.8203
1895.2	56.8465
1895.5	56.8728
1895.8	56.8991
1896	56.9255
1896.2	56.952
1896.5	56.9785
1896.8	57.0052
1897	57.0319
1897.2	57.0587
1897.5	57.0856
1897.8	57.1126
1898	57.1396
1898.2	57.1667
1898.5	57.1939
1898.8	57.2212
1899	57.2485
1899.2	57.2759
1899.5	57.3034
1899.8	57.331
1900	57.3587
1900.2	57.3864
1900.5	57.4142
1900.8	57.4421
1901	57.4701
1901.2	57.4981
1901.5	57.5262
1901.8	57.5544
1902	57.5826
1902.2	57.611
1902.5	57.6394
1902.8	57.6679
1903	57.6964
1903.2	57.725
1903.5	57.7538
1903.8	57.7825
1904	57.8114
1904.2	57.8403
1904.5	57.8693
1904.8	57.8984
1905	57.9275
1905.2	57.9567
1905.5	57.986
1905.8	58.0154
1906	58.0448
1906.2	58.0743
1906.5	58.1038
1906.8	58.1335
1907	58.1632
1907.2	58.193
1907.5	58.2228
1907.8	58.2528
1908	58.2827
1908.2	58.3128
1908.5	58.3429
1908.8	58.3731
1909	58.4034
1909.2	58.4337
1909.5	58.4641
1909.8	58.4946
1910	58.5252
1910.2	58.5558
1910.5	58.5864
1910.8	58.6172
1911	58.648
1911.2	58.6789
1911.5	58.7098
1911.8	58.7408
1912	58.7719
1912.2	58.8031
1912.5	58.8343
1912.8	58.8655
1913	58.8969
1913.2	58.9283
1913.5	58.9598
1913.8	58.9913
1914	59.0229
1914.2	59.0546
1914.5	59.0863
1914.8	59.1181
1915	59.1499
1915.2	59.1818
1915.5	59.2138
1915.8	59.2459
1916	59.278
1916.2	59.3101
1916.5	59.3424
1916.8	59.3747
1917	59.407
1917.2	59.4394
1917.5	59.4719
1917.8	59.5045
1918	59.5371
1918.2	59.5697
1918.5	59.6024
1918.8	59.6352
1919	59.6681
1919.2	59.701
1919.5	59.7339
1919.8	59.767
1920	59.8
1920.2	59.8332
1920.5	59.8664
1920.8	59.8996
1921	59.9329
1921.2	59.9663
1921.5	59.9997
1921.8	60.0332
1922	60.0668
1922.2	60.1004
1922.5	60.134
1922.8	60.1677
1923	60.2015
1923.2	60.2353
1923.5	60.2692
1923.8	60.3031
1924	60.3371
1924.2	60.3712
1924.5	60.4053
1924.8	60.4394
1925	60.4736
1925.2	60.5079
1925.5	60.5422
1925.8	60.5766
1926	60.611
1926.2	60.6455
1926.5	60.68
1926.8	60.7146
1927	60.7492
1927.2	60.7839
1927.5	60.8186
1927.8	60.8534
1928	60.8883
1928.2	60.9232
1928.5	60.9581
1928.8	60.9931
1929	61.0281
1929.2	61.0632
1929.5	61.0984
1929.8	61.1336
1930	61.1688
1930.2	61.2041
1930.5	61.2394
1930.8	61.2748
1931	61.3103
1931.2	61.3457
1931.5	61.3813
1931.8	61.4168
1932	61.4525
1932.2	61.4881
1932.5	61.5239
1932.8	61.5596
1933	61.5954
1933.2	61.6313
1933.5	61.6672
1933.8	61.7032
1934	61.7392
1934.2	61.7752
1934.5	61.8113
1934.8	61.8474
1935	61.8836
1935.2	61.9198
1935.5	61.9561
1935.8	61.9924
1936	62.0287
1936.2	62.0651
1936.5	62.1015
1936.8	62.138
1937	62.1745
1937.2	62.2111
1937.5	62.2477
1937.8	62.2843
1938	62.321
1938.2	62.3577
1938.5	62.3945
1938.8	62.4313
1939	62.4682
1939.2	62.505
1939.5	62.542
1939.8	62.5789
1940	62.6159
1940.2	62.653
1940.5	62.6901
1940.8	62.7272
1941	62.7643
1941.2	62.8015
1941.5	62.8388
1941.8	62.876
1942	62.9133
1942.2	62.9507
1942.5	62.9881
1942.8	63.0255
1943	63.0629
1943.2	63.1004
1943.5	63.1379
1943.8	63.1755
1944	63.2131
1944.2	63.2507
1944.5	63.2883
1944.8	63.326
1945	63.3638
1945.2	63.4015
1945.5	63.4393
1945.8	63.4771
1946	63.515
1946.2	63.5529
1946.5	63.5908
1946.8	63.6288
1947	63.6667
1947.2	63.7048
1947.5	63.7428
1947.8	63.7809
1948	63.819
1948.2	63.8571
1948.5	63.8953
1948.8	63.9335
1949	63.9717
1949.2	64.01
1949.5	64.0483
1949.8	64.0866
1950	64.1249
1950.2	64.1633
1950.5	64.2017
1950.8	64.2401
1951	64.2785
1951.2	64.317
1951.5	64.3555
1951.8	64.394
1952	64.4326
1952.2	64.4712
1952.5	64.5098
1952.8	64.5484
1953	64.5871
1953.2	64.6257
1953.5	64.6644
1953.8	64.7032
1954	64.7419
1954.2	64.7807
1954.5	64.8195
1954.8	64.8583
1955	64.8971
1955.2	64.936
1955.5	64.9749
1955.8	65.0138
1956	65.0527
1956.2	65.0917
1956.5	65.1306
1956.8	65.1696
1957	65.2086
1957.2	65.2477
1957.5	65.2867
1957.8	65.3258
1958	65.3649
1958.2	65.404
1958.5	65.4431
1958.8	65.4823
1959	65.5214
1959.2	65.5606
1959.5	65.5998
1959.8	65.639
1960	65.6782
1960.2	65.7175
1960.5	65.7568
1960.8	65.796
1961	65.8353
1961.2	65.8746
1961.5	65.914
1961.8	65.9533
1962	65.9926
1962.2	66.032
1962.5	66.0714
1962.8	66.1108
1963	66.1502
1963.2	66.1896
1963.5	66.2291
1963.8	66.2685
1964	66.308
1964.2	66.3474
1964.5	66.3869
1964.8	66.4264
1965	66.4659
1965.2	66.5054
1965.5	66.5449
1965.8	66.5845
1966	66.624
1966.2	66.6636
1966.5	66.7031
1966.8	66.7427
1967	66.7823
1967.2	66.8219
1967.5	66.8615
1967.8	66.9011
1968	66.9407
1968.2	66.9803
1968.5	67.0199
1968.8	67.0596
1969	67.0992
1969.2	67.1388
1969.5	67.1785
1969.8	67.2181
1970	67.2578
1970.2	67.2975
1970.5	67.3371
1970.8	67.3768
1971	67.4165
1971.2	67.4562
1971.5	67.4959
1971.8	67.5355
1972	67.5752
1972.2	67.6149
1972.5	67.6546
1972.8	67.6943
1973	67.734
1973.2	67.7737
1973.5	67.8134
1973.8	67.8531
1974	67.8928
1974.2	67.9325
1974.5	67.9722
1974.8	68.0119
1975	68.0516
1975.2	68.0913
1975.5	68.131
1975.8	68.1707
1976	68.2104
1976.2	68.2501
1976.5	68.2898
1976.8	68.3295
1977	68.3692
1977.2	68.4088
1977.5	68.4485
1977.8	68.4882
1978	68.5279
1978.2	68.5675
1978.5	68.6072
1978.8	68.6468
1979	68.6865
1979.2	68.7261
1979.5	68.7658
1979.8	68.8054
1980	68.845
1980.2	68.8846
1980.5	68.9243
1980.8	68.9639
1981	69.0035
1981.2	69.043
1981.5	69.0826
1981.8	69.1222
1982	69.1618
1982.2	69.2013
1982.5	69.2408
1982.8	69.2804
1983	69.3199
1983.2	69.3594
1983.5	69.3989
1983.8	69.4384
1984	69.4779
1984.2	69.5174
1984.5	69.5568
1984.8	69.5963
1985	69.6357
1985.2	69.6751
1985.5	69.7145
1985.8	69.7539
1986	69.7933
1986.2	69.8327
1986.5	69.872
1986.8	69.9113
1987	69.9507
1987.2	69.99
1987.5	70.0293
1987.8	70.0685
1988	70.1078
1988.2	70.1471
1988.5	70.1863
1988.8	70.2255
1989	70.2647
1989.2	70.3039
1989.5	70.343
1989.8	70.3822
1990	70.4213
1990.2	70.4604
1990.5	70.4995
1990.8	70.5386
1991	70.5776
1991.2	70.6167
1991.5	70.6557
1991.8	70.6947
1992	70.7336
1992.2	70.7726
1992.5	70.8115
1992.8	70.8504
1993	70.8893
1993.2	70.9282
1993.5	70.967
1993.8	71.0059
1994	71.0447
1994.2	71.0834
1994.5	71.1222
1994.8	71.1609
1995	71.1996
1995.2	71.2383
1995.5	71.277
1995.8	71.3156
1996	71.3542
1996.2	71.3928
1996.5	71.4314
1996.8	71.4699
1997	71.5084
1997.2	71.5469
1997.5	71.5854
1997.8	71.6238
1998	71.6622
1998.2	71.7006
1998.5	71.739
1998.8	71.7773
1999	71.8156
1999.2	71.8539
1999.5	71.8921
1999.8	71.9303
2000	71.9685
